"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","cluster","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","score<Avg. citations>","score<Avg. norm. citations>","score<Avg. pub. year>","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","weight<Links>","weight<Occurrences>","weight<Total link strength>","x","y"
"1.880701754385965","7.229440669277926E-4","0.5317164179104478","2","0.5546218487394958","35","3","false","images","6634","86.08571428571429","0","35","0","0.9967857600204892","1.44","1.2536","2022.76","false","0","6634","732","0.30311871227364184","35","25","74","-1.002","-0.5627"
"1.919298245614035","2.6684015603673286E-4","0.5210237659963437","2","0.58","25","3","false","image segmentation","6616","75.88","0","25","0","0.9966448969138174","1.0909","1.2501","2023.0","false","0","6616","278","0.26812720848056537","25","11","37","-0.5022","-0.9134"
"1.9403508771929825","6.582805290662062E-5","0.515370705244123","2","0.6928104575163399","18","3","false","image classification","6572","99.83333333333333","0","18","0","0.9965680624919964","0.8333","0.8227","2022.75","false","0","6572","106","0.3515258215962441","18","12","27","-0.3934","-1.1693"
"1.9298245614035088","1.9830788165057373E-4","0.5181818181818182","2","0.5571428571428572","21","3","false","human-computer interaction","6413","99.0952380952381","0","21","0","0.9966064797029069","0.3636","0.3446","2022.7273","false","0","6413","204","0.3489268947015426","21","11","27","-0.4845","0.3836"
"1.9228070175438596","3.0731702937856803E-4","0.5200729927007299","6","0.605072463768116","24","3","false","graph neural networks","5864","96.75","0","24","0","0.9966320911768473","0.3846","0.4102","2022.6923","false","0","5864","276","0.3418727915194346","24","13","28","0.5389","-0.8378"
"1.9719298245614034","6.688142693026486E-5","0.5071174377224199","6","0.509090909090909","11","3","false","graph neural network","5861","85.63636363636364","0","11","0","0.996452810859265","0.3636","0.3806","2022.7273","false","0","5861","54","0.3036750483558994","11","11","12","0.3625","-0.7774"
"1.9263157894736842","2.952415659485461E-4","0.5191256830601093","2","0.5144927536231884","24","3","false","generative adversarial networks","5653","71.16666666666667","0","24","0","0.9966192854398771","1.3077","1.4375","2022.6923","false","0","5653","278","0.25236406619385343","24","13","36","-0.2943","-0.9998"
"1.912280701754386","5.331714505680468E-4","0.5229357798165137","4","0.41625615763546797","29","3","false","games","5574","75.55172413793103","0","29","0","0.9966705083877576","1.2308","1.4103","2022.9231","false","0","5574","498","0.2688673456865873","29","13","39","0.4408","-0.0167"
"1.9543859649122808","1.0648399017537032E-4","0.5116696588868941","4","0.5735294117647058","17","3","false","game","5567","90.41176470588235","0","17","0","0.9965168395441159","0.3636","0.3446","2022.7273","false","0","5567","130","0.3217500523341009","17","11","25","0.9272","-0.4156"
"1.9403508771929825","1.2875899178766093E-4","0.515370705244123","6","0.6081871345029239","19","3","false","fpga","5396","96.47368421052632","0","19","0","0.9965680624919964","0.6923","0.6408","2022.7692","false","0","5396","152","0.34089641063790216","19","13","28","0.2546","-0.892"
"1.919298245614035","2.5852530036410073E-4","0.5210237659963437","5","0.5633333333333334","25","3","false","flow","5295","93.2","0","25","0","0.9966448969138174","0.3636","0.4167","2023.0","false","0","5295","262","0.32932862190812723","25","11","30","-0.0133","-0.3055"
"1.9508771929824562","7.881621628936227E-5","0.512589928057554","6","0.6","16","3","false","fault diagnosis","5067","88.875","0","16","0","0.996529645281086","0.5833","0.6684","2022.6667","false","0","5067","106","0.31404593639575973","16","12","18","0.0775","-0.8025"
"1.9403508771929825","5.580478837646876E-5","0.515370705244123","6","0.7189542483660131","18","3","false","ensemble learning","4696","112.0","0","18","0","0.9965680624919964","1.0909","0.9617","2022.9091","false","0","4696","90","0.39436619718309857","18","11","25","0.1258","-0.938"
"1.9052631578947368","4.078925697842249E-4","0.5248618784530387","2","0.4894179894179894","28","3","false","emotion recognition","4572","78.03571428571429","0","28","0","0.996696119861698","3.2308","3.6411","2022.6923","false","0","4572","396","0.27477364185110664","28","13","37","-0.2401","-0.5249"
"1.9508771929824562","7.78940151087196E-5","0.512589928057554","3","0.6285714285714286","15","3","false","digital pathology","3892","112.4","0","15","0","0.996529645281086","0.5","0.5729","2023.0","false","0","3892","82","0.3957746478873239","15","10","20","-1.1577","-0.1766"
"1.9543859649122808","5.193629696464051E-5","0.5116696588868941","5","0.6703296703296703","14","3","false","deep neural network","3525","105.92857142857143","0","14","0","0.9965168395441159","0.4545","0.5209","2022.7273","false","0","3525","62","0.37298792756539234","14","11","16","0.2214","-0.7075"
"1.8701754385964913","8.447822777762707E-4","0.5347091932457786","2","0.49359886201991465","38","3","false","deep","3479","83.1842105263158","0","38","0","0.9968241772313996","3.3333","3.6654","2022.8333","false","0","3479","810","0.29290214974054857","38","18","64","-0.2473","-0.7667"
"1.8912280701754387","5.697993105604377E-4","0.5287569573283859","6","0.5040322580645161","32","3","false","decision making","3451","85.625","0","32","0","0.9967473428095788","7.1333","8.1739","2023.0","false","0","3451","542","0.30149647887323944","32","15","42","0.4393","-0.3834"
"1.9298245614035088","2.4724984502565004E-4","0.5181818181818182","2","0.5428571428571428","21","3","false","dataset","3406","79.42857142857143","0","21","0","0.9966064797029069","2.7273","3.0891","2022.8182","false","0","3406","260","0.2796780684104628","21","11","26","-0.7841","-0.7421"
"1.7719298245614035","0.0028266851616612033","0.5643564356435644","2","0.37715617715617716","66","3","false","data models","3347","68.83333333333333","0","66","0","0.9971827378665642","2.1786","2.015","2022.8929","false","0","3347","2766","0.24237089201877934","66","28","127","0.4372","-0.5123"
"1.8912280701754387","6.105534609455514E-4","0.5287569573283859","2","0.48185483870967744","32","3","false","data mining","3344","78.09375","0","32","0","0.9967473428095788","1.6667","1.6014","2022.8889","false","0","3344","578","0.2749779929577465","32","18","46","0.1069","-0.7288"
"1.9403508771929825","1.6221951937131802E-4","0.515370705244123","2","0.5424836601307189","18","3","false","data augmentation","3315","91.5","0","18","0","0.9965680624919964","0.3333","0.3489","2022.75","false","0","3315","224","0.3221830985915493","18","12","24","-0.3272","-0.8517"
"1.8842105263157896","6.424446353929164E-4","0.5307262569832402","3","0.4957983193277311","35","3","false","ct","3161","78.6","0","35","0","0.9967729542835191","0.2778","0.2963","2022.9444","false","0","3161","616","0.2777385159010601","35","18","58","-1.0915","0.1243"
"1.8456140350877193","7.438362506638175E-4","0.5418250950570342","4","0.5343434343434343","45","3","false","computational modeling","2606","83.15555555555555","0","45","0","0.9969138173901909","7.7222","7.5712","2022.9444","false","0","2606","940","0.2928012519561815","45","18","83","0.8623","-0.6198"
"1.9017543859649122","5.503578712111543E-4","0.525830258302583","6","0.5057471264367817","30","3","false","codes","2368","82.1","0","30","0","0.9967089255986682","0.5","0.5482","2022.9375","false","0","2368","478","0.2901060070671378","30","16","51","0.4826","-0.6937"
"1.9052631578947368","3.988297933738885E-4","0.5248618784530387","1","0.47044334975369456","29","3","false","citespace","2138","79.34482758620689","0","29","0","0.996696119861698","0.9167","1.0504","2023.0","false","0","2138","438","0.2803704154989643","29","12","39","-0.2975","0.5502"
"1.9228070175438596","3.1879964393977984E-4","0.5200729927007299","2","0.5108695652173914","24","3","false","brain","1654","86.95833333333333","0","24","0","0.9966320911768473","2.9167","3.177","2022.8333","false","0","1654","284","0.30727326266195526","24","12","35","-0.6302","-0.3642"
"1.9263157894736842","2.040159082058016E-4","0.5191256830601093","1","0.5849802371541502","23","3","false","bibliometrics","1441","91.65217391304348","0","23","0","0.9966192854398771","0.2","0.2292","2022.9","false","0","1441","220","0.3238592717775388","23","10","30","0.1964","0.6322"
"1.8736842105263158","4.206946925789903E-4","0.5337078651685393","4","0.5930930930930931","37","3","false","servers","12209","78.70270270270271","0","37","0","0.9968113714944294","4.9286","4.005","2022.9286","false","0","12209","572","0.27712219261515036","37","14","69","1.1071","-0.3443"
"1.9473684210526316","2.819009772446067E-4","0.5135135135135135","6","0.42105263157894735","20","3","false","python","10966","80.25","0","20","0","0.9965424510180559","0.4","0.4584","2022.7333","false","0","10966","226","0.28660714285714284","20","15","22","0.0471","-0.2315"
"1.9649122807017543","1.7110949141067253E-4","0.5089285714285715","4","0.5490196078431373","18","3","false","go","5771","78.88888888888889","0","18","0","0.9964784223332053","0.6","0.6479","2022.8","false","0","5771","140","0.28479743281187325","18","10","25","0.862","-0.3727"
"1.9298245614035088","3.0515380310735575E-4","0.5181818181818182","2","0.5019762845849802","23","3","false","eeg","4400","79.26086956521739","0","23","0","0.9966064797029069","4.5833","5.252","2022.9167","false","0","4400","276","0.2810669133518347","23","12","31","-0.1112","-0.4035"
"1.9157894736842105","4.1029938506598825E-4","0.521978021978022","5","0.5292307692307693","26","3","false","dynamics","4262","84.8076923076923","0","26","0","0.9966577026507877","1.1333","1.0344","2022.8667","false","0","4262","344","0.29967382440880674","26","15","35","0.1742","-0.1756"
"1.9157894736842105","1.8429954480036234E-4","0.521978021978022","5","0.6461538461538462","26","3","false","cyber-physical systems","3247","98.26923076923077","0","26","0","0.9966577026507877","1.2727","1.4224","2022.9091","false","0","3247","232","0.34724109812449033","26","11","37","0.5834","0.101"
"1.8912280701754387","4.984387096620954E-4","0.5287569573283859","5","0.4959677419354839","32","3","false","autonomous vehicles","1250","82.59375","0","32","0","0.9967473428095788","0.5","0.5729","2023.0","false","0","1250","526","0.2908230633802817","32","12","39","0.5688","0.1715"
"1.894736842105263","9.215137930568347E-4","0.5277777777777778","5","0.47580645161290325","32","3","false","autonomous driving","1224","77.75","0","32","0","0.9967345370726085","0.3125","0.3333","2022.8125","false","0","1224","1334","0.2747349823321555","32","16","42","0.1627","-0.0598"
"1.936842105263158","1.8604724986954409E-4","0.5163043478260869","6","0.6157894736842106","20","3","false","support vector machine","13258","99.6","0","20","0","0.9965808682289665","1.0","1.1154","2022.7692","false","0","13258","166","0.3519434628975265","20","13","26","0.517","-0.5826"
"1.9157894736842105","1.9729402292219866E-4","0.521978021978022","1","0.55","25","3","false","of-the-art","9596","86.8","0","25","0","0.9966577026507877","1.0","1.0666","2022.9","false","0","9596","286","0.3056338028169014","25","10","33","0.6306","0.6365"
"1.943859649122807","1.9324494223625562E-4","0.5144404332129964","6","0.5098039215686274","18","3","false","fault detection","5065","88.27777777777777","0","18","0","0.9965552567550262","0.5","0.5729","2022.8","false","0","5065","166","0.31193561052218294","18","10","22","0.6679","-0.6934"
"1.8912280701754387","4.450826047555855E-4","0.5287569573283859","2","0.5080645161290323","32","3","false","explainable ai","4910","87.71875","0","32","0","0.9967473428095788","0.6842","0.7632","2022.6316","false","0","4910","496","0.308868838028169","32","19","39","-0.3572","-0.573"
"1.8666666666666667","0.0011511599075343525","0.5357142857142857","2","0.3948896631823461","42","3","false","visualization","14601","72.69047619047619","0","42","0","0.9968369829683698","3.0","2.3969","2022.8125","false","0","14601","1070","0.25868496864938145","42","16","51","-0.3161","-0.0488"
"1.8596491228070176","6.953111114001497E-4","0.5377358490566038","1","0.5168408826945412","42","3","false","trends","14055","80.16666666666667","0","42","0","0.9968625944423102","0.3077","0.3526","2022.9231","false","0","14055","870","0.2832744405182568","42","13","61","0.0871","0.6186"
"1.736842105263158","0.004634113084129578","0.5757575757575757","2","0.3547368421052632","76","3","false","task analysis","13508","65.67105263157895","0","76","0","0.9973107952362658","8.0638","7.2494","2022.8723","false","0","13508","3960","0.23123610081541882","76","47","185","0.238","-0.7769"
"1.719298245614035","0.005088256610599304","0.5816326530612245","2","0.3537037037037037","81","3","false","neural-network","9322","71.1604938271605","0","81","0","0.9973748239211166","1.1795","1.1787","2022.8462","false","0","9322","4588","0.25056511910972007","81","39","138","0.0128","-0.5228"
"1.8877192982456141","6.360371973181489E-4","0.5297397769516728","5","0.4919786096256685","34","3","false","generation","5648","87.41176470588235","0","34","0","0.9967601485465489","1.2609","1.2035","2022.8261","false","0","5648","648","0.30887549366036166","34","23","53","0.0806","-0.0146"
"1.9298245614035088","1.7053771908699317E-4","0.5181818181818182","6","0.696969696969697","22","3","false","drug discovery","4165","103.45454545454545","0","22","0","0.9966064797029069","2.9","3.3231","2022.9","false","0","4165","144","0.36556376485705105","22","10","34","0.4098","-0.832"
"1.9017543859649122","3.660031711241454E-4","0.525830258302583","2","0.5591133004926109","29","3","false","u-net","14154","86.62068965517241","0","29","0","0.9967089255986682","0.75","0.8594","2022.8333","false","0","14154","372","0.3050024283632832","29","12","41","-0.8357","-0.5084"
"1.856140350877193","0.0015266325611226644","0.5387523629489603","2","0.462253193960511","42","3","false","transfer learning","13980","78.38095238095238","0","42","0","0.9968754001792803","1.5862","1.6125","2022.8276","false","0","13980","2088","0.2759892689470154","42","29","68","-0.4773","-0.8486"
"1.919298245614035","3.0628002933302524E-4","0.5210237659963437","5","0.5466666666666666","25","3","false","tracking","13921","88.76","0","25","0","0.9966448969138174","0.4615","0.5289","2022.8462","false","0","13921","272","0.3136395759717314","25","13","36","-0.4432","-0.0652"
"1.8912280701754387","6.000996906125246E-4","0.5287569573283859","5","0.5342741935483871","32","3","false","strategy","13116","85.15625","0","32","0","0.9967473428095788","1.2","1.2958","2022.9","false","0","13116","518","0.2998459507042254","32","10","37","0.4577","0.0637"
"1.8771929824561404","4.3512784342266645E-4","0.5327102803738317","1","0.5587301587301587","36","3","false","state","13029","92.0","0","36","0","0.9967985657574593","0.7","0.8021","2023.0","false","0","13029","570","0.323943661971831","36","10","39","0.367","0.1904"
"1.8456140350877193","7.070978928385157E-4","0.5418250950570342","4","0.5681159420289855","46","3","false","software-defined networking","12790","87.30434782608695","0","46","0","0.9969138173901909","1.15","1.0997","2022.75","false","0","12790","912","0.3084959287140882","46","20","66","1.1076","0.1917"
"1.7614035087719297","0.003435703119156034","0.5677290836653387","1","0.39045183290707586","69","3","false","simulation","12371","74.47826086956522","0","69","0","0.9972211550774747","1.4318","1.3794","2022.7045","false","0","12371","3016","0.26224739742804654","69","44","123","0.0784","0.4221"
"2.031578947368421","7.961951651658128E-5","0.49222797927461137","2","0.4","6","3","false","self-supervised learning","12110","91.33333333333333","0","6","0","0.9962351133307722","0.0909","0.1042","2022.8182","false","0","12110","214","0.338909541511772","6","11","6","-0.6413","-0.8106"
"1.9052631578947368","6.425806090686377E-4","0.5248618784530387","5","0.43386243386243384","28","3","false","search","11998","81.35714285714286","0","28","0","0.996696119861698","1.6471","1.864","2022.8235","false","0","11998","566","0.28646881287726356","28","17","39","0.4738","-0.3061"
"1.912280701754386","2.1021137283676957E-4","0.5229357798165137","4","0.6239316239316239","27","3","false","routing","11792","75.74074074074075","0","27","0","0.9966705083877576","1.6","1.318","2022.7","false","0","11792","272","0.26763512629237013","27","10","40","1.2048","0.1865"
"1.7964912280701755","0.002362483052385099","0.556640625","5","0.41379310344827586","59","3","false","reinforcement learning","11421","74.98305084745763","0","59","0","0.9970930977077731","2.0","2.2477","2022.6889","false","0","11421","2360","0.2640248269276677","59","45","99","0.5863","-0.2645"
"1.936842105263158","1.0834186763992196E-4","0.5163043478260869","3","0.6842105263157895","19","3","false","radiotherapy","11151","102.57894736842105","0","19","0","0.9965808682289665","0.1","0.0749","2022.9","false","0","11151","132","0.3611934766493699","19","10","38","-1.0016","0.1245"
"1.8070175438596492","0.001594858135455113","0.5533980582524272","4","0.4448051948051948","56","3","false","privacy","10675","75.98214285714286","0","56","0","0.9970546804968625","0.3871","0.354","2022.8065","false","0","10675","1770","0.2675427565392354","56","31","104","0.6707","0.3102"
"1.9263157894736842","2.2965892393798457E-4","0.5191256830601093","3","0.5335968379446641","23","3","false","prevalence","10646","77.17391304347827","0","23","0","0.9966192854398771","1.8333","1.5061","2022.8333","false","0","10646","242","0.2726993393762483","23","12","32","-1.1953","0.2969"
"1.919298245614035","3.690543679141397E-4","0.5210237659963437","5","0.532608695652174","24","3","false","particle swarm optimization","10008","76.25","0","24","0","0.9966448969138174","1.5","1.7188","2023.0","false","0","10008","308","0.26848591549295775","24","10","33","-0.033","-0.1756"
"1.817543859649123","0.0020574359391465104","0.5501930501930502","2","0.386066763425254","53","3","false","object detection","9550","67.58490566037736","0","53","0","0.9970162632859522","9.8214","7.9691","2022.8929","false","0","9550","1824","0.2379750199309062","53","28","92","-0.3907","-0.6993"
"1.9333333333333333","1.079024214029413E-4","0.5172413793103449","2","0.680952380952381","21","3","false","medical imaging","8307","92.80952380952381","0","21","0","0.9965936739659367","3.2","3.5479","2022.9","false","0","8307","138","0.32794884738347635","21","10","36","-0.8549","-0.4106"
"1.8491228070175438","0.001086746986121945","0.540796963946869","2","0.4334038054968288","44","3","false","image processing","6602","76.52272727272727","0","44","0","0.9969010116532208","0.4815","0.537","2022.7407","false","0","6602","1122","0.2694462227912932","44","27","78","-0.6786","-0.6471"
"1.8877192982456141","6.526730811901361E-4","0.5297397769516728","2","0.47771836007130125","34","3","false","image fusion","6593","72.3529411764706","0","34","0","0.9967601485465489","1.1","1.0622","2022.8","false","0","6593","606","0.2556641030970692","34","10","44","-0.4034","-0.826"
"1.8596491228070176","5.957896919587921E-4","0.5377358490566038","6","0.5390243902439025","41","3","false","healthcare","6106","90.29268292682927","0","41","0","0.9968625944423102","2.4667","2.7736","2022.9333","false","0","6106","788","0.3179319821367228","41","15","62","0.3146","0.3208"
"1.8456140350877193","8.52615769758172E-4","0.5418250950570342","6","0.5207729468599034","46","3","false","hardware","6014","84.6304347826087","0","46","0","0.9969138173901909","0.3333","0.382","2022.9048","false","0","6014","1038","0.29904747273006604","46","21","80","0.6488","-0.4881"
"1.9017543859649122","4.112625383198869E-4","0.525830258302583","2","0.5344827586206896","29","3","false","generative adversarial network","5651","84.48275862068965","0","29","0","0.9967089255986682","0.9167","0.9843","2022.9167","false","0","5651","396","0.29747450218552696","29","12","44","-0.3115","-0.9271"
"1.8140350877192983","0.0017431150082100732","0.5512572533849129","2","0.44095038434661077","54","3","false","feature extraction","5099","73.46296296296296","0","54","0","0.9970290690229223","7.3824","5.7423","2022.7647","false","0","5099","1700","0.25867240479916537","54","34","104","-0.14","-0.9624"
"1.9087719298245613","2.3299756277691443E-4","0.5238970588235294","1","0.6243386243386243","28","3","false","fairness","5027","93.28571428571429","0","28","0","0.9966833141247278","0.0909","0.1042","2022.9091","false","0","5027","284","0.32963149924280666","28","11","39","0.4724","0.3357"
"1.9263157894736842","1.6680964967720943E-4","0.5191256830601093","2","0.6190476190476191","22","3","false","face recognition","4990","104.5","0","22","0","0.9966192854398771","0.2667","0.2263","2022.7333","false","0","4990","176","0.36795774647887325","22","15","35","-0.8617","-0.5948"
"1.9228070175438596","2.961516385396856E-4","0.5200729927007299","3","0.525691699604743","23","3","false","expression","4939","87.56521739130434","0","23","0","0.9966320911768473","0.6667","0.5987","2022.8333","false","0","4939","274","0.30832823025107164","23","12","28","-1.0137","-0.2188"
"1.9298245614035088","2.831365449701428E-4","0.5181818181818182","3","0.5380952380952381","21","3","false","epidemiology","4741","86.33333333333333","0","21","0","0.9966064797029069","0.5","0.5729","2023.0","false","0","4741","220","0.3039906103286385","21","10","24","-0.7817","0.2454"
"1.919298245614035","2.208089585440541E-4","0.5210237659963437","5","0.6014492753623188","24","3","false","ensemble","4693","93.75","0","24","0","0.9966448969138174","1.2","1.3751","2023.0","false","0","4693","224","0.3301056338028169","24","10","29","-0.1976","-0.0133"
"1.8210526315789475","0.0012356752122104134","0.5491329479768786","6","0.4894419306184012","52","3","false","energy","4633","84.78846153846153","0","52","0","0.997003457548982","0.4138","0.5086","2022.9655","false","0","4633","1420","0.29855092091007585","52","29","90","0.0763","0.0767"
"1.8631578947368421","7.409625903653399E-4","0.5367231638418078","3","0.5256410256410257","40","3","false","disease","3984","84.55","0","40","0","0.99684978870534","1.0","1.0704","2022.8571","false","0","3984","778","0.2977112676056338","40","21","79","-1.1532","0.2046"
"1.9894736842105263","4.9205080989791426E-5","0.5026455026455027","5","0.6212121212121212","12","3","false","differential evolution","3823","87.75","0","12","0","0.9963887821744142","2.0","2.3466","2022.9091","false","0","3823","50","0.3179347826086957","12","11","18","0.3366","-0.1258"
"1.8877192982456141","6.426293210577167E-4","0.5297397769516728","2","0.48674242424242425","33","3","false","detection","3709","84.87878787878788","0","33","0","0.9967601485465489","3.4545","3.9585","2022.9091","false","0","3709","576","0.29886897140418267","33","11","42","-0.7807","-0.0797"
"1.9017543859649122","3.3139060467905605E-4","0.525830258302583","4","0.5738916256157636","29","3","false","delays","3593","71.10344827586206","0","29","0","0.9967089255986682","5.1818","4.2077","2022.9091","false","0","3593","374","0.25036425449247207","29","11","46","1.1467","-0.0416"
"1.9333333333333333","1.6463738479496805E-4","0.5172413793103449","2","0.5238095238095238","21","3","false","data analysis","3310","95.23809523809524","0","21","0","0.9965936739659367","0.3636","0.3806","2022.9091","false","0","3310","200","0.3365303718660609","21","11","30","-0.0014","-0.6801"
"1.8421052631578947","0.0013074150999220731","0.5428571428571428","2","0.4222222222222222","46","3","false","convolutional neural-networks","2924","74.80434782608695","0","46","0","0.9969266231271608","4.2353","4.8298","2022.8824","false","0","2924","1250","0.2633955909369259","46","17","81","-0.5654","-0.2775"
"1.8666666666666667","0.0013390231820887856","0.5357142857142857","2","0.4844804318488529","39","3","false","convolutional neural-network","2923","80.66666666666667","0","39","0","0.9968369829683698","4.9231","5.5193","2022.8462","false","0","2923","1742","0.284037558685446","39","13","61","-0.6048","-0.5537"
"1.8491228070175438","0.0014264277837926836","0.540796963946869","2","0.39323467230443976","44","3","false","convolutional neural networks","2920","68.3409090909091","0","44","0","0.9969010116532208","0.8889","1.0186","2022.8519","false","0","2920","1208","0.24063700384122919","44","27","63","-0.1346","-0.6677"
"1.8842105263157896","2.4356284417040725E-4","0.5307262569832402","4","0.64349376114082","34","3","false","convergence","2895","99.70588235294117","0","34","0","0.9967729542835191","0.5833","0.6684","2023.0","false","0","2895","410","0.3510770505385253","34","12","45","0.8269","0.0871"
"1.8771929824561404","6.302490883311484E-4","0.5327102803738317","3","0.5428571428571428","35","2","false","ultrasound","14187","86.45714285714286","0","35","0","0.9967985657574593","0.64","0.6699","2022.84","false","0","14187","714","0.30335839598997494","35","25","55","-0.9667","0.4364"
"1.880701754385965","9.12742860944462E-4","0.5317164179104478","2","0.40998217468805703","34","2","false","transformer","13991","70.94117647058823","0","34","0","0.9967857600204892","0.4783","0.5308","2022.8696","false","0","13991","832","0.24891640866873066","34","23","44","-0.1229","-0.8"
