"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"4","12.270371509633557","interacts with","1460 (interacts with) 7135","false","interacts with","1460 (interacts with) 7135"
"2","14.641080149355194","interacts with","1460 (interacts with) 7136","false","interacts with","1460 (interacts with) 7136"
"5","10.626788726680601","interacts with","1460 (interacts with) 7233","false","interacts with","1460 (interacts with) 7233"
"1","12.48515457634363","interacts with","1460 (interacts with) 7422","false","interacts with","1460 (interacts with) 7422"
"2","12.158336671226195","interacts with","1460 (interacts with) 7975","false","interacts with","1460 (interacts with) 7975"
"10","24.15873181915855","interacts with","1460 (interacts with) 7980","false","interacts with","1460 (interacts with) 7980"
"8","13.425770999959093","interacts with","1460 (interacts with) 8069","false","interacts with","1460 (interacts with) 8069"
"1","17.234504067453788","interacts with","1460 (interacts with) 8272","false","interacts with","1460 (interacts with) 8272"
"6","16.969245403278254","interacts with","1460 (interacts with) 8658","false","interacts with","1460 (interacts with) 8658"
"1","16.16420386484093","interacts with","1460 (interacts with) 8707","false","interacts with","1460 (interacts with) 8707"
"1","22.038451264781198","interacts with","1460 (interacts with) 8764","false","interacts with","1460 (interacts with) 8764"
"1","12.027846845949112","interacts with","1460 (interacts with) 9311","false","interacts with","1460 (interacts with) 9311"
"4","14.302268316121744","interacts with","1460 (interacts with) 9322","false","interacts with","1460 (interacts with) 9322"
"1","14.1082852061851","interacts with","1460 (interacts with) 9325","false","interacts with","1460 (interacts with) 9325"
"1","20.808525332596542","interacts with","1460 (interacts with) 9412","false","interacts with","1460 (interacts with) 9412"
"1","22.446709448721826","interacts with","1460 (interacts with) 9596","false","interacts with","1460 (interacts with) 9596"
"3","13.430773245173112","interacts with","1460 (interacts with) 9778","false","interacts with","1460 (interacts with) 9778"
"2","10.509138344435963","interacts with","1460 (interacts with) 10144","false","interacts with","1460 (interacts with) 10144"
"3","11.964651473900753","interacts with","1460 (interacts with) 10591","false","interacts with","1460 (interacts with) 10591"
"1","37.53270600831616","interacts with","1460 (interacts with) 10646","false","interacts with","1460 (interacts with) 10646"
"1","15.269547446960956","interacts with","1460 (interacts with) 11440","false","interacts with","1460 (interacts with) 11440"
"1","19.471523635384504","interacts with","1460 (interacts with) 11458","false","interacts with","1460 (interacts with) 11458"
"1","29.32631399101987","interacts with","1460 (interacts with) 11555","false","interacts with","1460 (interacts with) 11555"
"1","15.232988132060443","interacts with","1460 (interacts with) 11594","false","interacts with","1460 (interacts with) 11594"
"1","15.53453160629458","interacts with","1460 (interacts with) 11683","false","interacts with","1460 (interacts with) 11683"
"1","20.197122187135943","interacts with","1460 (interacts with) 11748","false","interacts with","1460 (interacts with) 11748"
"1","29.83285788640065","interacts with","1460 (interacts with) 11792","false","interacts with","1460 (interacts with) 11792"
"3","14.854974496854762","interacts with","1460 (interacts with) 11941","false","interacts with","1460 (interacts with) 11941"
"1","14.944150127810854","interacts with","1460 (interacts with) 11982","false","interacts with","1460 (interacts with) 11982"
"2","12.539447018347866","interacts with","1460 (interacts with) 12027","false","interacts with","1460 (interacts with) 12027"
"2","11.625484153654995","interacts with","1460 (interacts with) 12643","false","interacts with","1460 (interacts with) 12643"
"1","16.318266933795012","interacts with","1460 (interacts with) 12707","false","interacts with","1460 (interacts with) 12707"
"1","26.314828933125455","interacts with","1460 (interacts with) 12996","false","interacts with","1460 (interacts with) 12996"
"1","16.339009933418325","interacts with","1460 (interacts with) 13029","false","interacts with","1460 (interacts with) 13029"
"3","16.8854120238683","interacts with","1460 (interacts with) 13326","false","interacts with","1460 (interacts with) 13326"
"4","14.326647914530943","interacts with","1460 (interacts with) 13411","false","interacts with","1460 (interacts with) 13411"
"1","14.249346483884997","interacts with","1460 (interacts with) 13441","false","interacts with","1460 (interacts with) 13441"
"3","11.949780038331097","interacts with","1460 (interacts with) 13448","false","interacts with","1460 (interacts with) 13448"
"1","10.808697033643648","interacts with","1460 (interacts with) 13568","false","interacts with","1460 (interacts with) 13568"
"4","10.710205981897472","interacts with","1460 (interacts with) 13569","false","interacts with","1460 (interacts with) 13569"
"3","10.788972086227758","interacts with","1460 (interacts with) 13752","false","interacts with","1460 (interacts with) 13752"
"1","17.48321439816358","interacts with","1460 (interacts with) 13957","false","interacts with","1460 (interacts with) 13957"
"1","16.466579197409125","interacts with","1460 (interacts with) 14055","false","interacts with","1460 (interacts with) 14055"
"2","16.44732291333953","interacts with","1460 (interacts with) 14368","false","interacts with","1460 (interacts with) 14368"
"2","10.791323212712586","interacts with","1593 (interacts with) 2010","false","interacts with","1593 (interacts with) 2010"
"1","21.630360846173087","interacts with","1593 (interacts with) 2164","false","interacts with","1593 (interacts with) 2164"
"3","10.855495477637445","interacts with","1593 (interacts with) 2252","false","interacts with","1593 (interacts with) 2252"
"2","9.438502878794349","interacts with","1593 (interacts with) 2254","false","interacts with","1593 (interacts with) 2254"
"1","16.29065413456576","interacts with","1593 (interacts with) 2282","false","interacts with","1593 (interacts with) 2282"
"3","13.468987269236571","interacts with","1593 (interacts with) 3038","false","interacts with","1593 (interacts with) 3038"
"2","14.949548110987735","interacts with","1593 (interacts with) 3247","false","interacts with","1593 (interacts with) 3247"
"1","10.79617427774346","interacts with","1593 (interacts with) 3261","false","interacts with","1593 (interacts with) 3261"
"1","21.280193021632655","interacts with","1593 (interacts with) 3310","false","interacts with","1593 (interacts with) 3310"
"1","12.588409691882525","interacts with","1593 (interacts with) 3347","false","interacts with","1593 (interacts with) 3347"
"1","17.51383716887437","interacts with","1593 (interacts with) 3479","false","interacts with","1593 (interacts with) 3479"
"5","25.36841092385197","interacts with","1593 (interacts with) 3500","false","interacts with","1593 (interacts with) 3500"
"2","15.267891243283268","interacts with","1593 (interacts with) 3681","false","interacts with","1593 (interacts with) 3681"
"1","12.191483515057765","interacts with","1593 (interacts with) 3914","false","interacts with","1593 (interacts with) 3914"
"2","12.049432018503223","interacts with","1593 (interacts with) 4350","false","interacts with","1593 (interacts with) 4350"
"4","9.606274502448649","interacts with","1593 (interacts with) 4357","false","interacts with","1593 (interacts with) 4357"
"1","13.865340518776375","interacts with","1593 (interacts with) 4640","false","interacts with","1593 (interacts with) 4640"
"1","8.282823082751865","interacts with","1593 (interacts with) 4642","false","interacts with","1593 (interacts with) 4642"
"5","8.031197268011374","interacts with","1593 (interacts with) 5124","false","interacts with","1593 (interacts with) 5124"
"6","14.599201999899963","interacts with","1593 (interacts with) 5419","false","interacts with","1593 (interacts with) 5419"
"1","10.586160818567398","interacts with","1593 (interacts with) 5496","false","interacts with","1593 (interacts with) 5496"
"1","20.22011679672535","interacts with","1593 (interacts with) 5651","false","interacts with","1593 (interacts with) 5651"
"1","11.675569356839889","interacts with","1593 (interacts with) 6014","false","interacts with","1593 (interacts with) 6014"
"1","13.391750182546046","interacts with","1593 (interacts with) 6106","false","interacts with","1593 (interacts with) 6106"
"1","17.366594406907453","interacts with","1593 (interacts with) 6602","false","interacts with","1593 (interacts with) 6602"
"2","9.297320088659232","interacts with","1593 (interacts with) 6806","false","interacts with","1593 (interacts with) 6806"
"1","13.887508560251328","interacts with","1593 (interacts with) 6837","false","interacts with","1593 (interacts with) 6837"
"2","13.839506194151102","interacts with","1593 (interacts with) 6919","false","interacts with","1593 (interacts with) 6919"
"1","10.535138188631345","interacts with","1593 (interacts with) 6995","false","interacts with","1593 (interacts with) 6995"
"1","12.241695409076753","interacts with","1593 (interacts with) 7006","false","interacts with","1593 (interacts with) 7006"
"9","9.228561185977014","interacts with","1593 (interacts with) 7128","false","interacts with","1593 (interacts with) 7128"
"5","9.29193029334548","interacts with","1593 (interacts with) 7135","false","interacts with","1593 (interacts with) 7135"
"3","8.475325628432412","interacts with","1593 (interacts with) 7136","false","interacts with","1593 (interacts with) 7136"
"1","9.983793485326807","interacts with","1593 (interacts with) 7198","false","interacts with","1593 (interacts with) 7198"
